apt-type,city,address,rooms,floor,size,price,apt-link
דירה,נשר,מעלה הגיבורים 6,2,3,45,1700,https://www.yad2.co.il/realestate/item/colqmwni?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=62
דירה,נשר,האורן 26,3.5,3,75,3500,https://www.yad2.co.il/realestate/item/poeov0xh?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=91
דירה,נשר,"צה""ל 18",1.5,1,,2150,https://www.yad2.co.il/realestate/item/30li7wgy?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=95
דירה,נשר,ההסתדרות 22,3,3,65,3000,"https://www.homeless.co.il/rent/viewad,719414.aspx"
דירה,נשר,המייסדים,3,1,60,3300,"https://www.homeless.co.il/rent/viewad,712791.aspx"
דירה,נתניה,הרצל 29,2,3,29,2700,https://www.yad2.co.il/realestate/item/axb7xkon?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=1
דירה,נתניה,משה איכילוב 5,3,3,65,3800,https://www.yad2.co.il/realestate/item/cdmyoizu?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=2
דירה,נתניה,אמנון ליפקין שחק 1,5,29,164,9000,https://www.yad2.co.il/realestate/item/b29c2k2l?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=2
דירה,נתניה,נחום סוקולוב 45,3.5,1,80,5500,https://www.yad2.co.il/realestate/item/3jl66lq1?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=10
דירה,נתניה,המתמיד 5,3,3,75,4100,https://www.yad2.co.il/realestate/item/5kiejupj?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=11
דירה,נתניה,משה גליקסון 33,1,4,16,1650,https://www.yad2.co.il/realestate/item/1ojlolyt?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=19
דירה,נתניה,זלמן שניאור 31,1,4,20,1800,https://www.yad2.co.il/realestate/item/i83b727q?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=19
דירה,נתניה,הגילה 15,5,8,140,8260,https://www.yad2.co.il/realestate/item/7dsagfkb?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=20
דירה,נתניה,הקבלה 23,2,1,65,4000,https://www.yad2.co.il/realestate/item/fxfqq0ud?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=20
יחידת דיור,נתניה,רבי עקיבא 57,1.5,0,30,3300,https://www.yad2.co.il/realestate/item/i4g6ddxm?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=24
דירה,נתניה,שלמה המלך 3,3,10,80,5500,https://www.yad2.co.il/realestate/item/mixc2xfg?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=24
דירה,נתניה,יואל סלומון 6,5,7,120,6300,https://www.yad2.co.il/realestate/item/4w72t8a7?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=25
דירה,נתניה,לויתן 1,6,18,165,12500,https://www.yad2.co.il/realestate/item/8cght8xz?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=28
דירה,נתניה,"ד""ר זמנהוף 10",4.5,5,113,5950,https://www.yad2.co.il/realestate/item/8v4tpgaa?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=28
יחידת דיור,נתניה,פרדריך הרמן קיש 12,2,0,60,4300,https://www.yad2.co.il/realestate/item/sa04aqi9?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=29
דירה,נתניה,משפחת מלבסקי 7,6,9,150,10500,https://www.yad2.co.il/realestate/item/n3qe4b9p?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=29
דירה,נתניה,אברהם קריניצי 4,3,1,72,4980,https://www.yad2.co.il/realestate/item/0o4y0qwd?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=35
דירה,נתניה,גיורא יוספטל 6,3,3,70,3600,https://www.yad2.co.il/realestate/item/aucu6fyt?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=36
יחידת דיור,נתניה,נורדאו 22,2.5,3,55,4800,https://www.yad2.co.il/realestate/item/tghn07jh?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=36
דירה,נתניה,יאיר אברהם שטרן 11,4,1,100,5600,https://www.yad2.co.il/realestate/item/zyc4xo8u?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=43
דירה,נתניה,לויתן 1,3,18,110,6300,https://www.yad2.co.il/realestate/item/cy6xf1hp?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=44
יחידת דיור,נתניה,ה 93 8,2,1,30,2800,https://www.yad2.co.il/realestate/item/14q34xlx?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=50
דירה,נתניה,יאנוש קורצ'אק 5,2.5,3,47,3250,https://www.yad2.co.il/realestate/item/l0mk3vsu?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=55
דירה,נתניה,היהלום 3,1.5,0,35,2000,https://www.yad2.co.il/realestate/item/4o5xsho0?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=56
דירה,נתניה,אברהם אבו שדיד 3,3.5,4,80,5200,https://www.yad2.co.il/realestate/item/frs0g347?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=57
יחידת דיור,נתניה,סיגלית 5,2.5,0,40,4100,https://www.yad2.co.il/realestate/item/aujssc0e?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=61
דירה,נתניה,לויתן 1,5,10,147,10000,https://www.yad2.co.il/realestate/item/v1p7nr50?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=61
דירה,נתניה,יאנוש קורצ'אק 7,2.5,2,50,4200,https://www.yad2.co.il/realestate/item/gmpr9gkq?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=61
בית פרטי/ קוטג',נתניה,הרינה 11,4,0,310,12500,https://www.yad2.co.il/realestate/item/3xi6zrtn?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=61
גג/ פנטהאוז,נתניה,קרל פופר 15,7,34,450,14500,https://www.yad2.co.il/realestate/item/1cxgdwtv?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=62
דירה,נתניה,שדרות עין התכלת 4,3,5,113,6300,https://www.yad2.co.il/realestate/item/qehfjh4o?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=64
דירה,נתניה,משמר הירדן 20,4,4,112,7500,https://www.yad2.co.il/realestate/item/h4rc30v6?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=66
דירה,נתניה,הרב יוסף ריבלין 8,3.5,2,102,4900,https://www.yad2.co.il/realestate/item/0qalrsiz?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=67
דירה,נתניה,אמנון ליפקין שחק 10,5,11,118,8200,https://www.yad2.co.il/realestate/item/5m7xjo6j?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=67
דירה,נתניה,טרומפלדור 18,3,1,70,4100,https://www.yad2.co.il/realestate/item/tekgbiqk?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=68
דירה,נתניה,לבונטין 14,3.5,3,125,4500,https://www.yad2.co.il/realestate/item/vli46j26?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=68
דירה,נתניה,קרל פופר 13,6,2,181,8900,https://www.yad2.co.il/realestate/item/ih7utly2?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=68
דירה,נתניה,חבצלת החוף 20,4,4,87,6100,https://www.yad2.co.il/realestate/item/nwomfk3v?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=73
דירה,נתניה,יהודה הלוי 14,4.5,3,126,5500,https://www.yad2.co.il/realestate/item/a0u3boc7?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=74
דירה,נתניה,לויתן 1,3,22,92,6500,https://www.yad2.co.il/realestate/item/u1ruvose?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=74
דירה,נתניה,שדרות טום לנטוס 63,5,3,135,7500,https://www.yad2.co.il/realestate/item/1ra6jn0e?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=77
דירה,נתניה,הגלבוע 3,4,3,103,5800,https://www.yad2.co.il/realestate/item/9s2mny8p?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=83
דירה,נתניה,שדרות חיים וייצמן 9,2,1,35,2800,https://www.yad2.co.il/realestate/item/7425bb7u?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=83
דירה,נתניה,הביכורים 4,6,13,146,7800,https://www.yad2.co.il/realestate/item/rkluru9w?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=85
דירה,נתניה,"קק""ל 2",5,1,20,2000,https://www.yad2.co.il/realestate/item/5o0hr472?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=85
דירה,נתניה,רחבת מכלוף מרואני 8,3,3,70,4500,https://www.yad2.co.il/realestate/item/dk8vnze2?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=85
דירה,נתניה,שמואל הנציב 24,3,3,70,3700,https://www.yad2.co.il/realestate/item/wc3uamym?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=89
דירה,נתניה,משה גליקסון 22,3,1,60,3499,https://www.yad2.co.il/realestate/item/op5af05l?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=89
דירה,נתניה,שדרות חיים וייצמן 16,2.5,3,45,3000,https://www.yad2.co.il/realestate/item/asyqh16n?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=91
דירה,נתניה,שדרות בנימין 39,3,5,85,5400,https://www.yad2.co.il/realestate/item/h05plox0?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=93
גג/ פנטהאוז,נתניה,"זלמן שז""ר 28",5,4,175,2500,https://www.yad2.co.il/realestate/item/hgzbrj7k?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=94
דירה,נתניה,אמנון ליפקין שח,5,10,140,11500,"https://www.homeless.co.il/rent/viewad,719821.aspx"
דירה,נתניה,הלויתן,4,16,112,8000,"https://www.homeless.co.il/rent/viewad,719740.aspx"
דירה,נתניה,הרב קוק,5,1,120,1650,"https://www.homeless.co.il/rent/viewad,708227.aspx"
דירה,נתניה,מגורי חיים כהן,5,4,125,8000,"https://www.homeless.co.il/rent/viewad,719780.aspx"
דירה,נתניה,לאון רייך,4,0,90,5000,"https://www.homeless.co.il/rent/viewad,714739.aspx"
דירה,נתניה,בן יהודה,2,3,30,2200,"https://www.homeless.co.il/rent/viewad,717885.aspx"
דירה,נתניה,שדרות בנימין,2,1,65,4500,"https://www.homeless.co.il/rent/viewad,710228.aspx"
דירה,נתניה,זלמן שניאור 36,4,7,90,4950,"https://www.homeless.co.il/rent/viewad,709477.aspx"
דירה,נתניה,שדרות בן גוריון,5,22,12,14800,"https://www.homeless.co.il/rent/viewad,712440.aspx"
דירה,נתניה,הרב יוסף ריבלין,4,2,100,5800,"https://www.homeless.co.il/rent/viewad,719452.aspx"
דירה,נתניה,החשמונאים,3,12,60,5500,"https://www.homeless.co.il/rent/viewad,719867.aspx"
דירה,נתניה,פרופס,3,2,80,4600,"https://www.homeless.co.il/rent/viewad,708206.aspx"
דירה,נתניה,נעמן בלקינד 7,3,0,45,3200,"https://www.homeless.co.il/rent/viewad,719572.aspx"
דירת סטודיו,נתניה,גולדה מאיר,4,5,105,2300,"https://www.homeless.co.il/rent/viewad,711749.aspx"
יחידת דיור,נתניה,דזנגוף,2,1,28,4500,"https://www.homeless.co.il/rent/viewad,714805.aspx"
קוטג,נתניה,חלמונית,6,0,130,12000,"https://www.homeless.co.il/rent/viewad,710672.aspx"
דירת גן,נתניה,שדרות ח''ן,1.5,0,78,4500,"https://www.homeless.co.il/rent/viewad,709936.aspx"
יחידת דיור,נתניה,נווה שלום,3,0,80,4600,"https://www.homeless.co.il/rent/viewad,717047.aspx"
בית פרטי,נתניה,אלקלעי,6.5,0,175,11000,"https://www.homeless.co.il/rent/viewad,716923.aspx"
בית פרטי/ קוטג',סביון,השחר 9,7,0,400,17900,https://www.yad2.co.il/realestate/item/eeih8nin?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=14
בית פרטי,סתריה,הרימון,5.5,0,160,12000,"https://www.homeless.co.il/rent/viewad,708361.aspx"
בית פרטי/ קוטג',עבדון,החיטה 4,4,0,130,1705,https://www.yad2.co.il/realestate/item/bafbgwgq?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=60
בית פרטי/ קוטג',עבדון,האתרוג 1,5.5,0,500,6900,https://www.yad2.co.il/realestate/item/31f5ucba?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=76
בית פרטי,עבדון,האתרוג 107,3.5,0,100,4000,"https://www.homeless.co.il/rent/viewad,719995.aspx"
סאבלט,עדנים,היסמין 1,3,0,200,6000,https://www.yad2.co.il/realestate/item/lfl01g62?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=5
בית פרטי,עוספיה,אל-שעיר,4,1,120,3450,"https://www.homeless.co.il/rent/viewad,710326.aspx"
בית פרטי,עין תמר,עין תמר,5.5,0,2015,3900,"https://www.homeless.co.il/rent/viewad,712064.aspx"
דירה,עכו,יאנוש קורצ'אק 20,4,1,90,2900,https://www.yad2.co.il/realestate/item/yp4cqohg?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=11
דירה,עכו,נתיב חטיבת גולני 23,3,3,65,2700,https://www.yad2.co.il/realestate/item/m4h97meg?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=21
דירה,עכו,זאב ז'בוטינסקי 25,2,4,50,1700,https://www.yad2.co.il/realestate/item/3dkvij3z?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=25
גג/ פנטהאוז,עכו,בן עמי 63,6,8,220,5000,https://www.yad2.co.il/realestate/item/rpx0guzq?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=39
דירה,עכו,נתיב חטיבת גולני,3,2,75,2700,"https://www.homeless.co.il/rent/viewad,720014.aspx"
דירה,עכו,החרמון 5,3,4,42,1900,"https://www.homeless.co.il/rent/viewad,712998.aspx"
דירה,עכו,חטיבת גולני,3,2,83,3100,"https://www.homeless.co.il/rent/viewad,712493.aspx"
דירה,עכו,נחליאלי,3,5,94,12500,"https://www.homeless.co.il/rent/viewad,713651.aspx"
דירת גן,עלי זהב,תאנה 13,5,0,247,5800,https://www.yad2.co.il/realestate/item/j005en9i?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=74
בית פרטי/ קוטג',עלמון,עירית 70,5,0,180,7800,https://www.yad2.co.il/realestate/item/l1n39v7k?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=29
דירת גן,עמנואל,"חת""ם סופר 19",5.5,0,200,3200,https://www.yad2.co.il/realestate/item/4llkdzzh?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=29
יחידת דיור,עמקה,עמקה,3,1,60,3200,https://www.yad2.co.il/realestate/item/791to5f9?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=38
דירה,עספיא,אבא חושי 672,4,5,127,5300,"https://www.homeless.co.il/rent/viewad,719985.aspx"
דירת גן,עספיא,אל-חלווה 4,2,0,65,2000,"https://www.homeless.co.il/rent/viewad,715819.aspx"
דירה,עפולה,החריש 16,5,2,130,4750,https://www.yad2.co.il/realestate/item/p9uohg4p?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=6
דו משפחתי,עפולה,הקונגרס הציוני 20,7,0,290,7000,https://www.yad2.co.il/realestate/item/6uwopow3?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=29
דירה,עפולה,ספיר 18,4,5,109,4500,https://www.yad2.co.il/realestate/item/ydwpsny5?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=47
בית פרטי/ קוטג',עפולה,יצחק שדה 64,10,0,640,,https://www.yad2.co.il/realestate/item/gr2tuts6?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=65
בית פרטי/ קוטג',עפולה,כלנית 1,6,0,350,6500,https://www.yad2.co.il/realestate/item/5jbh7x1b?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=76
דירה,עפולה,זמיר 10,3,2,80,2200,https://www.yad2.co.il/realestate/item/pscnolbv?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=79
דירת גן,עפולה,השחר 4,4,1,150,4000,https://www.yad2.co.il/realestate/item/w723mlka?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=84
דירה,עפולה,ירושלים 48,4,1,114,3800,https://www.yad2.co.il/realestate/item/n9wb56wo?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=91
דירה,עפולה,יסמין 14,4,4,199,5000,https://www.yad2.co.il/realestate/item/cs59rwv6?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=99
דירה,עפולה,חטיבת כפיר 5,4,3,110,4000,https://www.yad2.co.il/realestate/item/vsjk0972?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=99
דירה,עפולה,גלבוע 39,4,5,120,4000,"https://www.homeless.co.il/rent/viewad,699825.aspx"
דירה,עפולה,הבנים,3,4,80,2600,"https://www.homeless.co.il/rent/viewad,708318.aspx"
פנטהאוז,עפולה,יפה ירקוני,5,8,150,5200,"https://www.homeless.co.il/rent/viewad,707674.aspx"
בית פרטי/ קוטג',עצמון שגב,דרך הפשוש 1,8,0,750,7800,https://www.yad2.co.il/realestate/item/mfowdkwj?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=19
בית פרטי/ קוטג',עצמון שגב,דרך האנפה 1,7.5,0,180,6900,https://www.yad2.co.il/realestate/item/78egbo8c?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=43
דירה,ערד,אלעזר בן יאיר 45,2,3,40,2400,https://www.yad2.co.il/realestate/item/2u4mc43o?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=92
גג/ פנטהאוז,עתלית,פלמינגו 8,5,3,230,7600,https://www.yad2.co.il/realestate/item/f0gfgmle?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=99
דו משפחתי,עתניאל,ארץ הנגב 1,4,0,100,3000,https://www.yad2.co.il/realestate/item/phft1upy?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=83
יחידת דיור,פקיעין חדשה,8655 1,2.5,1,40,3000,https://www.yad2.co.il/realestate/item/z5eeu8kh?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=3
יחידת דיור,פקיעין חדשה,גפן,1.5,0,45,2200,"https://www.homeless.co.il/rent/viewad,716488.aspx"
בית פרטי/ קוטג',פרדס חנה כרכור,"ניל""י 10",5.5,0,330,10500,https://www.yad2.co.il/realestate/item/6ry3cedw?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=10
דירה,פרדס חנה כרכור,יחזקאל 87,4.5,3,91,4200,https://www.yad2.co.il/realestate/item/hzt28zzp?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=43
בית פרטי/ קוטג',פרדס חנה כרכור,חשמונאים 115,6,0,310,8000,https://www.yad2.co.il/realestate/item/hu33ujji?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=67
דירה,פרדס חנה כרכור,גינת אגוז,5,10,120,6000,"https://www.homeless.co.il/rent/viewad,719848.aspx"
דירה,פרדסיה,יונה פישר 57,3,-1,55,3700,https://www.yad2.co.il/realestate/item/a424xyix?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=68
יחידת דיור,פרוד,פרוד,2,1,100,2700,https://www.yad2.co.il/realestate/item/0t689as0?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=56
גג/ פנטהאוז,פתח תקווה,חפץ חיים 66,4.5,4,200,7700,https://www.yad2.co.il/realestate/item/3rxfwcr0?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=1
דירה,פתח תקווה,אלתרמן 7,4,8,90,5800,https://www.yad2.co.il/realestate/item/17mpf2nx?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=7
יחידת דיור,פתח תקווה,"י""ד הבנים 49",1,0,45,4000,https://www.yad2.co.il/realestate/item/2ajslihf?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=7
דופלקס,פתח תקווה,הרב פינטו מסעוד אשר 5,6,9,275,11500,https://www.yad2.co.il/realestate/item/9qhsxnm1?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=8
דירה,פתח תקווה,משה סנה 16,4,7,110,8000,https://www.yad2.co.il/realestate/item/vdxmohin?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=20
דירה,פתח תקווה,"הפלמ""ח 24",7,4,162,9900,https://www.yad2.co.il/realestate/item/mchgf71j?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=24
דירה,פתח תקווה,יהודה לייב פינסקר 99,3,7,87,7250,https://www.yad2.co.il/realestate/item/rgz4xdr5?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=24
דירה,פתח תקווה,יצחק שדה 32,3,2,60,4300,https://www.yad2.co.il/realestate/item/q0h2894e?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=34
דירה,פתח תקווה,דרך זאב ז'בוטינסקי 10,3,6,81,7000,https://www.yad2.co.il/realestate/item/bm6aowuo?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=39
דירה,פתח תקווה,יצחק גרינבוים 6,3,3,60,3950,https://www.yad2.co.il/realestate/item/jebt2yis?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=40
יחידת דיור,פתח תקווה,עמי 6,3,1,100,6000,https://www.yad2.co.il/realestate/item/ubq8dz8b?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=43
גג/ פנטהאוז,פתח תקווה,שלמה זלוטניק 4,5,13,180,15000,https://www.yad2.co.il/realestate/item/5tszpn7g?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=47
דירה,פתח תקווה,מוהליבר 23,4.5,1,130,6500,https://www.yad2.co.il/realestate/item/12xct4l2?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=48
דירה,פתח תקווה,אליהו בן חור 2,4,3,110,7700,https://www.yad2.co.il/realestate/item/rq40hu16?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=58
דירה,פתח תקווה,טרומפלדור 57,4,3,84,6400,https://www.yad2.co.il/realestate/item/8mzk2umz?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=60
דירה,פתח תקווה,דרך זאב ז'בוטינסקי 4,5,7,160,9700,https://www.yad2.co.il/realestate/item/z8siu1vd?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=67
דירה,פתח תקווה,אורלנסקי 4,3.5,2,85,5100,https://www.yad2.co.il/realestate/item/16o4hzv6?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=72
דירה,פתח תקווה,יעקב כהן 8,2,0,45,4000,https://www.yad2.co.il/realestate/item/jjtii9kj?opened-from=feed&component-type=main_feed&spot=standard&location=12&pagination=73
דירה,פתח תקווה,דרך מנחם בגין 40,5,1,112,7800,https://www.yad2.co.il/realestate/item/j5xwh3q0?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=75
דירה,פתח תקווה,מיכל לייב כץ 37,5,6,120,6000,https://www.yad2.co.il/realestate/item/5v8hdsq7?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=76
גג/ פנטהאוז,פתח תקווה,מקס ברוד 4,3.5,4,160,5250,https://www.yad2.co.il/realestate/item/lai2rac4?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=76
דו משפחתי,פתח תקווה,כיכר גפן 5,4,0,130,8900,https://www.yad2.co.il/realestate/item/hzebxpev?opened-from=feed&component-type=main_feed&spot=standard&location=13&pagination=76
דירה,פתח תקווה,בר כוכבא 21,1.5,3,25,2800,https://www.yad2.co.il/realestate/item/s7ot9pzz?opened-from=feed&component-type=main_feed&spot=standard&location=1&pagination=79
בית פרטי/ קוטג',פתח תקווה,יעקב אחווה 104,4,0,110,6900,https://www.yad2.co.il/realestate/item/38umzdby?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=91
דירה,פתח תקווה,רוטשילד 51,4.5,7,133,7000,https://www.yad2.co.il/realestate/item/ol9m4w55?opened-from=feed&component-type=main_feed&spot=standard&location=10&pagination=92
דירה,פתח תקווה,יעל רום,4,7,120,7700,"https://www.homeless.co.il/rent/viewad,719018.aspx"
דירה,פתח תקווה,נחלת צבי,3.5,4,60,4000,"https://www.homeless.co.il/rent/viewad,719925.aspx"
דירה,פתח תקווה,נחלת צבי,3.5,4,60,4000,"https://www.homeless.co.il/rent/viewad,707606.aspx"
דירה,פתח תקווה,בר כוכבה,4,2,65,100,"https://www.homeless.co.il/rent/viewad,719762.aspx"
דירה,פתח תקווה,דגל ראובן 10,5,2,125,5500,"https://www.homeless.co.il/rent/viewad,717314.aspx"
דירה,פתח תקווה,הלילך,5,3,100,5500,"https://www.homeless.co.il/rent/viewad,719482.aspx"
דירה,פתח תקווה,אורד וינגט 7,4.5,1,80,4800,"https://www.homeless.co.il/rent/viewad,713664.aspx"
דירה,פתח תקווה,נחלת צבי,3.5,1,95,4050,"https://www.homeless.co.il/rent/viewad,719925.aspx"
דירה,פתח תקווה,נחלת צבי,3.5,1,95,4050,"https://www.homeless.co.il/rent/viewad,707606.aspx"
דירה,פתח תקווה,הראשונים,4,2,80,5850,"https://www.homeless.co.il/rent/viewad,707295.aspx"
דירה,פתח תקווה,יצחק שדה,3,2,55,3800,"https://www.homeless.co.il/rent/viewad,712098.aspx"
דופלקס,פתח תקווה,ריבלין,2.5,4,60,4000,"https://www.homeless.co.il/rent/viewad,715423.aspx"
קוטג,פתח תקווה,הפועל הצעיר,3,0,95,6800,"https://www.homeless.co.il/rent/viewad,708068.aspx"
יחידת דיור,צופים,שקד 20,3,0,65,5700,https://www.yad2.co.il/realestate/item/4f29gb8m?opened-from=feed&component-type=main_feed&spot=standard&location=3&pagination=13
בית פרטי/ קוטג',צופים,ערבי נחל 1,4,0,100,4800,https://www.yad2.co.il/realestate/item/ahhzoacp?opened-from=feed&component-type=main_feed&spot=standard&location=9&pagination=47
דירת סטודיו,צופין,ערבי הנחל,1.5,0,45,3000,"https://www.homeless.co.il/rent/viewad,714125.aspx"
יחידת דיור,צופית,החצב 8,2,0,112,5000,https://www.yad2.co.il/realestate/item/mtk6dnmq?opened-from=feed&component-type=main_feed&spot=standard&location=6&pagination=16
דירת גן,צור נתן,5533 1,3,0,330,5700,https://www.yad2.co.il/realestate/item/69rsda4f?opened-from=feed&component-type=main_feed&spot=standard&location=4&pagination=22
דירה,צפת,דוד רמז 100,2,1,50,2300,https://www.yad2.co.il/realestate/item/43ikr5js?opened-from=feed&component-type=main_feed&spot=standard&location=7&pagination=17
דירה,צפת,הרקפת 2,3,2,60,2800,https://www.yad2.co.il/realestate/item/ac1ctphp?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=19
דירה,צפת,החרמון 4,2,1,50,2300,https://www.yad2.co.il/realestate/item/yek3hiie?opened-from=feed&component-type=main_feed&spot=standard&location=2&pagination=41
דירה,צפת,נוף הגולן 12,4,1,296,4500,https://www.yad2.co.il/realestate/item/9v90qz2g?opened-from=feed&component-type=main_feed&spot=standard&location=5&pagination=49
דירת גן,צפת,יפה נוף,2,0,30,4500,"https://www.homeless.co.il/rent/viewad,709875.aspx"
בית פרטי/ קוטג',קדומים,"מעלה רש""י 1",5,0,640,6000,https://www.yad2.co.il/realestate/item/emj8cn7w?opened-from=feed&component-type=main_feed&spot=standard&location=11&pagination=5
דירה,קדימה צורן,עפרוני 5,2,-1,75,4200,https://www.yad2.co.il/realestate/item/dt4qtv82?opened-from=feed&component-type=main_feed&spot=standard&location=8&pagination=1
